[0:01:13.398501] The current delay is 0.0
[0:02:22.173277] The current count is: 10047
[0:02:22.178009] The current count is: 10048
[0:02:22.187796] The current count is: 10049
[0:02:22.192606] The current count is: 10050
[0:02:22.197382] The current count is: 10051
[0:02:22.202178] The current count is: 10052
[0:02:22.206927] The current count is: 10053
[0:02:22.212329] The current count is: 10054
[0:02:22.218017] The current count is: 10055
[0:02:22.223641] The current count is: 10056
[0:02:22.229199] The current count is: 10057
[0:02:22.234755] The current count is: 10058
[0:02:22.240263] The current count is: 10059
[0:02:22.245929] The current count is: 10060
[0:02:22.251446] The current count is: 10061
[0:02:22.257048] The current count is: 10062
[0:02:22.262587] The current count is: 10063
[0:02:22.268161] The current count is: 10064
[0:02:22.273742] The current count is: 10065
[0:02:22.279264] The current count is: 10066
[0:02:22.284787] The current count is: 10067
[0:02:22.290404] The current count is: 10068
[0:02:22.295945] The current count is: 10069
[0:02:22.301517] The current count is: 10070
[0:02:22.307070] The current count is: 10071
[0:02:22.312720] The current count is: 10072
[0:02:22.318059] The current count is: 10073
[0:02:22.323323] The current count is: 10074
[0:02:22.328551] The current count is: 10075
[0:02:22.333841] The current count is: 10076
[0:02:22.339071] The current count is: 10077
[0:02:22.344312] The current count is: 10078
[0:02:22.349617] The current count is: 10079
[0:02:22.354867] The current count is: 10080
[0:02:22.374535] The current count is: 10081
[0:02:22.380007] The current count is: 10082
[0:02:22.385404] The current count is: 10083
[0:02:22.390722] The current count is: 10084
[0:02:22.396047] The current count is: 10085
[0:02:22.401374] The current count is: 10086
[0:02:22.406642] The current count is: 10087
[0:02:22.411979] The current count is: 10088
[0:02:22.417238] The current count is: 10089
[0:02:22.422449] The current count is: 10090
[0:02:22.427600] The current count is: 10091
[0:02:22.432760] The current count is: 10092
[0:02:22.437935] The current count is: 10093
[0:02:22.443113] The current count is: 10094
[0:02:22.448316] The current count is: 10095
[0:02:22.453545] The current count is: 10096
[0:02:22.458714] The current count is: 10097
[0:02:22.463938] The current count is: 10098
[0:02:22.469129] The current count is: 10099
[0:02:22.474331] The current count is: 10100
[0:02:22.479492] The current count is: 10101
[0:02:22.484680] The current count is: 10102
[0:02:22.489846] The current count is: 10103
[0:02:22.494990] The current count is: 10104
[0:02:22.500171] The current count is: 10105
[0:02:22.505405] The current count is: 10106
[0:02:22.510619] The current count is: 10107
[0:02:22.516076] The current count is: 10108
[0:02:22.521550] The current count is: 10109
[0:02:22.526951] The current count is: 10110
[0:02:22.532350] The current count is: 10111
[0:02:22.537833] The current count is: 10112
[0:02:22.543251] The current count is: 10113
[0:02:22.548739] The current count is: 10114
[0:02:22.554176] The current count is: 10115
[0:02:22.559598] The current count is: 10116
[0:02:22.565058] The current count is: 10117
[0:02:22.570517] The current count is: 10118
[0:02:22.575976] The current count is: 10119
[0:02:22.581474] The current count is: 10120
[0:02:22.586900] The current count is: 10121
[0:02:22.592317] The current count is: 10122
[0:02:22.597819] The current count is: 10123
[0:02:22.603245] The current count is: 10124
[0:02:22.608672] The current count is: 10125
[0:02:22.614139] The current count is: 10126
[0:02:22.619468] The current count is: 10127
[0:02:22.624753] The current count is: 10128
[0:02:22.638753] The current count is: 10129
[0:02:22.644032] The current count is: 10130
[0:02:22.649345] The current count is: 10131
[0:02:22.654606] The current count is: 10132
[0:02:22.659848] The current count is: 10133
[0:02:22.665141] The current count is: 10134
[0:02:22.670424] The current count is: 10135
[0:02:22.675755] The current count is: 10136
[0:02:22.681068] The current count is: 10137
[0:02:22.686343] The current count is: 10138
[0:02:22.691595] The current count is: 10139
[0:02:22.705273] The current count is: 10140
[0:02:22.721605] The current count is: 10141
[0:02:22.726915] The current count is: 10142
[0:02:22.732219] The current count is: 10143
[0:02:22.737572] The current count is: 10144
[0:02:22.742860] The current count is: 10145
[0:02:22.748180] The current count is: 10146
[0:02:22.753507] The current count is: 10147
[0:02:22.758810] The current count is: 10148
[0:02:22.764121] The current count is: 10149
[0:02:22.769582] The current count is: 10150
[0:02:22.774947] The current count is: 10151
[0:02:22.780225] The current count is: 10152
[0:02:22.785580] The current count is: 10153
[0:02:22.790906] The current count is: 10154
[0:02:22.796263] The current count is: 10155
[0:02:22.801611] The current count is: 10156
[0:02:22.806906] The current count is: 10157
[0:02:22.812189] The current count is: 10158
[0:02:22.817523] The current count is: 10159
[0:02:22.822996] The current count is: 10160
[0:02:22.828209] The current count is: 10161
[0:02:22.833457] The current count is: 10162
[0:02:22.838636] The current count is: 10163
[0:02:22.843809] The current count is: 10164
[0:02:22.848946] The current count is: 10165
[0:02:22.854140] The current count is: 10166
[0:02:22.859293] The current count is: 10167
[0:02:22.864547] The current count is: 10168
[0:02:22.869806] The current count is: 10169
[0:02:22.874980] The current count is: 10170
[0:02:22.880161] The current count is: 10171
[0:02:22.885387] The current count is: 10172
[0:02:22.890579] The current count is: 10173
[0:02:22.895790] The current count is: 10174
[0:02:22.900967] The current count is: 10175
[0:02:22.906209] The current count is: 10176
[0:02:22.911382] The current count is: 10177
[0:02:22.916565] The current count is: 10178
[0:02:22.921789] The current count is: 10179
[0:02:22.926964] The current count is: 10180
[0:02:22.932137] The current count is: 10181
[0:02:22.937367] The current count is: 10182
[0:02:22.942521] The current count is: 10183
[0:02:22.947685] The current count is: 10184
[0:02:22.952876] The current count is: 10185
[0:02:22.958105] The current count is: 10186
[0:02:22.963285] The current count is: 10187
[0:02:22.968468] The current count is: 10188
[0:02:22.973692] The current count is: 10189
[0:02:22.978870] The current count is: 10190
[0:02:22.984050] The current count is: 10191
[0:02:22.989284] The current count is: 10192
[0:02:22.994489] The current count is: 10193
[0:02:22.999662] The current count is: 10194
[0:02:23.004848] The current count is: 10195
[0:02:23.464411] The current count is: 10196
[0:02:23.795042] The current count is: 10197
[0:02:23.799795] The current count is: 10198
[0:02:23.804518] The current count is: 10199
[0:02:23.809257] The current count is: 10200
[0:02:23.813953] The current count is: 10201
[0:02:23.818652] The current count is: 10202
[0:02:23.823343] The current count is: 10203
[0:02:23.828036] The current count is: 10204
[0:02:23.832725] The current count is: 10205
[0:02:23.837452] The current count is: 10206
[0:02:23.842152] The current count is: 10207
[0:02:23.846856] The current count is: 10208
[0:02:23.851583] The current count is: 10209
[0:02:23.856302] The current count is: 10210
[0:02:23.861014] The current count is: 10211
[0:02:23.865727] The current count is: 10212
[0:02:23.870418] The current count is: 10213
[0:02:23.875100] The current count is: 10214
[0:02:23.879790] The current count is: 10215
[0:02:23.884487] The current count is: 10216
[0:02:23.889263] The current count is: 10217
[0:02:23.893989] The current count is: 10218
[0:02:23.898717] The current count is: 10219
[0:02:23.903432] The current count is: 10220
[0:02:23.908151] The current count is: 10221
[0:02:23.912885] The current count is: 10222
[0:02:23.917715] The current count is: 10223
[0:02:23.922436] The current count is: 10224
[0:02:23.927141] The current count is: 10225
[0:02:23.931842] The current count is: 10226
[0:02:23.936548] The current count is: 10227
[0:02:23.941335] The current count is: 10228
[0:02:23.946055] The current count is: 10229
[0:02:23.950753] The current count is: 10230
[0:02:23.961803] The current count is: 10231
[0:02:23.968744] The current count is: 10232
[0:02:23.973525] The current count is: 10233
[0:02:23.978252] The current count is: 10234
[0:02:23.982997] The current count is: 10235
[0:02:23.987734] The current count is: 10236
[0:02:23.992448] The current count is: 10237
[0:02:23.997205] The current count is: 10238
[0:02:24.001946] The current count is: 10239
[0:02:24.006660] The current count is: 10240
[0:02:24.011440] The current count is: 10241
[0:02:24.016173] The current count is: 10242
[0:02:24.020904] The current count is: 10243
[0:02:24.025671] The current count is: 10244
[0:02:24.030404] The current count is: 10245
[0:02:24.035188] The current count is: 10246
[0:02:24.039908] The current count is: 10247
[0:02:24.044620] The current count is: 10248
[0:02:24.049385] The current count is: 10249
[0:02:24.054106] The current count is: 10250
[0:02:24.058942] The current count is: 10251
[0:02:24.063662] The current count is: 10252
[0:02:24.068424] The current count is: 10253
[0:02:24.073199] The current count is: 10254
[0:02:24.077959] The current count is: 10255
[0:02:24.082736] The current count is: 10256
[0:02:24.087482] The current count is: 10257
[0:02:24.092235] The current count is: 10258
[0:02:24.097037] The current count is: 10259
[0:02:24.101778] The current count is: 10260
[0:02:24.106499] The current count is: 10261
[0:02:24.111229] The current count is: 10262
[0:02:24.115950] The current count is: 10263
[0:02:24.120688] The current count is: 10264
[0:02:24.125484] The current count is: 10265
[0:02:24.130248] The current count is: 10266
[0:02:24.135037] The current count is: 10267
[0:02:24.139770] The current count is: 10268
[0:02:24.144492] The current count is: 10269
[0:02:24.149276] The current count is: 10270
[0:02:24.154006] The current count is: 10271
[0:02:24.158732] The current count is: 10272
[0:02:24.163487] The current count is: 10273
[0:02:24.168234] The current count is: 10274
[0:02:24.172957] The current count is: 10275
[0:02:24.177756] The current count is: 10276
[0:02:24.182550] The current count is: 10277
[0:02:24.187292] The current count is: 10278
[0:02:24.192037] The current count is: 10279
[0:02:24.196769] The current count is: 10280
[0:02:24.201515] The current count is: 10281
[0:02:24.206258] The current count is: 10282
[0:02:24.210993] The current count is: 10283
[0:02:24.215744] The current count is: 10284
[0:02:24.220488] The current count is: 10285
[0:02:24.225279] The current count is: 10286
[0:02:24.230027] The current count is: 10287
[0:02:24.234784] The current count is: 10288
[0:02:24.239551] The current count is: 10289
[0:02:24.244314] The current count is: 10290
[0:02:24.249129] The current count is: 10291
[0:02:24.253895] The current count is: 10292
[0:02:24.258646] The current count is: 10293
[0:02:24.263388] The current count is: 10294
[0:02:24.268138] The current count is: 10295
[0:02:24.273218] The current count is: 10296
[0:02:24.278068] The current count is: 10297
[0:02:24.282846] The current count is: 10298
[0:02:24.287646] The current count is: 10299
[0:02:24.292417] The current count is: 10300
[0:02:24.297206] The current count is: 10301
[0:02:24.302015] The current count is: 10302
[0:02:24.306842] The current count is: 10303
[0:02:24.311628] The current count is: 10304
[0:02:24.316397] The current count is: 10305
[0:02:24.321250] The current count is: 10306
[0:02:24.326019] The current count is: 10307
[0:02:24.330785] The current count is: 10308
[0:02:24.335588] The current count is: 10309
[0:02:24.340453] The current count is: 10310
[0:02:24.345266] The current count is: 10311
[0:02:24.350040] The current count is: 10312
[0:02:24.354820] The current count is: 10313
[0:02:24.359602] The current count is: 10314
[0:02:24.364398] The current count is: 10315
[0:02:24.369222] The current count is: 10316
[0:02:24.374021] The current count is: 10317
[0:02:24.378803] The current count is: 10318
[0:02:24.383602] The current count is: 10319
[0:02:24.388394] The current count is: 10320
[0:02:24.393204] The current count is: 10321
[0:02:24.404334] The current count is: 10322
[0:02:24.411297] The current count is: 10323
[0:02:24.416030] The current count is: 10324
[0:02:24.420778] The current count is: 10325
[0:02:24.425521] The current count is: 10326
[0:02:24.938093] The current count is: 10327
[0:02:24.942882] The current count is: 10328
[0:02:24.947701] The current count is: 10329
[0:02:24.952445] The current count is: 10330
[0:02:24.957219] The current count is: 10331
[0:02:24.962018] The current count is: 10332
[0:02:24.966771] The current count is: 10333
[0:02:24.971504] The current count is: 10334
[0:02:24.976187] The current count is: 10335
[0:02:24.980870] The current count is: 10336
[0:02:24.985578] The current count is: 10337
[0:02:24.990260] The current count is: 10338
[0:02:24.994947] The current count is: 10339
[0:02:24.999634] The current count is: 10340
[0:02:25.004319] The current count is: 10341
[0:02:25.009048] The current count is: 10342
[0:02:25.013768] The current count is: 10343
[0:02:25.018491] The current count is: 10344
[0:02:25.023164] The current count is: 10345
[0:02:25.027859] The current count is: 10346
[0:02:25.032541] The current count is: 10347
[0:02:25.037307] The current count is: 10348
[0:02:25.042030] The current count is: 10349
[0:02:25.046764] The current count is: 10350
[0:02:25.051492] The current count is: 10351
[0:02:25.056166] The current count is: 10352
[0:02:25.060857] The current count is: 10353
[0:02:25.065529] The current count is: 10354
[0:02:25.070199] The current count is: 10355
[0:02:25.074891] The current count is: 10356
[0:02:25.079625] The current count is: 10357
[0:02:25.084324] The current count is: 10358
[0:02:25.089039] The current count is: 10359
[0:02:25.093747] The current count is: 10360
[0:02:25.098453] The current count is: 10361
[0:02:25.103157] The current count is: 10362
[0:02:25.107902] The current count is: 10363
[0:02:25.112576] The current count is: 10364
[0:02:25.117302] The current count is: 10365
[0:02:25.121998] The current count is: 10366
[0:02:25.126712] The current count is: 10367
[0:02:25.131405] The current count is: 10368
[0:02:25.136146] The current count is: 10369
[0:02:25.140901] The current count is: 10370
[0:02:25.145626] The current count is: 10371
[0:02:25.150329] The current count is: 10372
[0:02:25.155030] The current count is: 10373
[0:02:25.159714] The current count is: 10374
[0:02:25.164410] The current count is: 10375
[0:02:25.169149] The current count is: 10376
[0:02:25.173843] The current count is: 10377
[0:02:25.178594] The current count is: 10378
[0:02:25.183301] The current count is: 10379
[0:02:25.187999] The current count is: 10380
[0:02:25.192708] The current count is: 10381
[0:02:25.197448] The current count is: 10382
[0:02:25.202147] The current count is: 10383
[0:02:25.206842] The current count is: 10384
[0:02:25.211628] The current count is: 10385
[0:02:25.216338] The current count is: 10386
[0:02:25.221148] The current count is: 10387
[0:02:25.225844] The current count is: 10388
[0:02:25.230552] The current count is: 10389
[0:02:25.235272] The current count is: 10390
[0:02:25.240037] The current count is: 10391
[0:02:25.244784] The current count is: 10392
[0:02:25.249509] The current count is: 10393
[0:02:25.254225] The current count is: 10394
[0:02:25.267796] The current count is: 10395
[0:02:25.272614] The current count is: 10396
[0:02:25.277356] The current count is: 10397
[0:02:25.282072] The current count is: 10398
[0:02:25.286849] The current count is: 10399
[0:02:25.291596] The current count is: 10400
[0:02:25.296342] The current count is: 10401
[0:02:25.301132] The current count is: 10402
[0:02:25.305863] The current count is: 10403
[0:02:25.310580] The current count is: 10404
[0:02:25.315349] The current count is: 10405
[0:02:25.320053] The current count is: 10406
[0:02:25.324777] The current count is: 10407
[0:02:25.329553] The current count is: 10408
[0:02:25.334286] The current count is: 10409
[0:02:25.339058] The current count is: 10410
[0:02:25.344115] The current count is: 10411
[0:02:25.348914] The current count is: 10412
[0:02:25.358746] The current count is: 10413
[0:02:25.363509] The current count is: 10414
[0:02:25.368307] The current count is: 10415
[0:02:25.373066] The current count is: 10416
[0:02:25.377812] The current count is: 10417
[0:02:25.382538] The current count is: 10418
[0:02:25.387294] The current count is: 10419
[0:02:25.392100] The current count is: 10420
[0:02:25.396862] The current count is: 10421
[0:02:25.401614] The current count is: 10422
[0:02:25.406369] The current count is: 10423
[0:02:25.411120] The current count is: 10424
[0:02:25.415874] The current count is: 10425
[0:02:25.420607] The current count is: 10426
[0:02:25.425378] The current count is: 10427
[0:02:25.430131] The current count is: 10428
[0:02:25.434869] The current count is: 10429
[0:02:25.439616] The current count is: 10430
[0:02:25.444386] The current count is: 10431
[0:02:25.449204] The current count is: 10432
[0:02:25.453936] The current count is: 10433
[0:02:25.458662] The current count is: 10434
[0:02:25.463421] The current count is: 10435
[0:02:25.468215] The current count is: 10436
[0:02:25.472948] The current count is: 10437
[0:02:25.477727] The current count is: 10438
[0:02:25.482455] The current count is: 10439
[0:02:25.487193] The current count is: 10440
[0:02:25.491940] The current count is: 10441
[0:02:25.496671] The current count is: 10442
[0:02:25.501479] The current count is: 10443
[0:02:25.506232] The current count is: 10444
[0:02:25.510979] The current count is: 10445
[0:02:25.515728] The current count is: 10446
[0:02:25.520510] The current count is: 10447
[0:02:25.525333] The current count is: 10448
[0:02:25.530099] The current count is: 10449
[0:02:25.534844] The current count is: 10450
[0:02:25.539592] The current count is: 10451
[0:02:25.544337] The current count is: 10452
[0:02:25.549139] The current count is: 10453
[0:02:25.553909] The current count is: 10454
[0:02:25.558685] The current count is: 10455
[0:02:25.563432] The current count is: 10456
[0:02:25.568185] The current count is: 10457
[0:02:25.572948] The current count is: 10458
[0:02:25.577753] The current count is: 10459
[0:02:25.582516] The current count is: 10460
[0:02:25.587320] The current count is: 10461
[0:02:25.592093] The current count is: 10462
[0:02:25.596858] The current count is: 10463
[0:02:25.601630] The current count is: 10464
[0:02:25.606400] The current count is: 10465
[0:02:25.611226] The current count is: 10466
[0:02:25.616001] The current count is: 10467
[0:02:25.620822] The current count is: 10468
[0:02:25.625589] The current count is: 10469
[0:02:25.630386] The current count is: 10470
[0:02:25.635151] The current count is: 10471
[0:02:25.639936] The current count is: 10472
[0:02:25.644715] The current count is: 10473
[0:02:25.649532] The current count is: 10474
[0:02:25.654377] The current count is: 10475
[0:02:25.659148] The current count is: 10476
[0:02:25.663940] The current count is: 10477
[0:02:25.668764] The current count is: 10478
[0:02:25.673530] The current count is: 10479
[0:02:25.678346] The current count is: 10480
[0:02:25.683171] The current count is: 10481
[0:02:25.687966] The current count is: 10482
[0:02:25.692755] The current count is: 10483
[0:02:25.697546] The current count is: 10484
[0:02:25.702334] The current count is: 10485
[0:02:25.707129] The current count is: 10486
[0:02:25.711962] The current count is: 10487
[0:02:25.716745] The current count is: 10488
[0:02:25.721542] The current count is: 10489
[0:02:25.726328] The current count is: 10490
[0:02:25.731168] The current count is: 10491
[0:02:25.735934] The current count is: 10492
[0:02:25.749461] The current count is: 10493
[0:02:25.754244] The current count is: 10494
[0:02:25.759084] The current count is: 10495
[0:02:25.763924] The current count is: 10496
[0:02:25.768703] The current count is: 10497
[0:02:25.773514] The current count is: 10498
[0:02:25.778349] The current count is: 10499
[0:02:25.783108] The current count is: 10500
[0:02:25.787871] The current count is: 10501
[0:02:25.792640] The current count is: 10502
[0:02:25.797434] The current count is: 10503
[0:02:25.810572] The current count is: 10504
[0:02:25.817518] The current count is: 10505
[0:02:25.822191] The current count is: 10506
[0:02:25.826848] The current count is: 10507
[0:02:25.831507] The current count is: 10508
[0:02:25.836187] The current count is: 10509
[0:02:25.840842] The current count is: 10510
[0:02:25.845513] The current count is: 10511
[0:02:25.850185] The current count is: 10512
[0:02:25.854900] The current count is: 10513
[0:02:25.859617] The current count is: 10514
[0:02:25.864282] The current count is: 10515
[0:02:25.868943] The current count is: 10516
[0:02:25.873631] The current count is: 10517
[0:02:25.878357] The current count is: 10518
[0:02:25.883066] The current count is: 10519
[0:02:25.887730] The current count is: 10520
[0:02:25.892391] The current count is: 10521
[0:02:25.897096] The current count is: 10522
[0:02:25.901786] The current count is: 10523
[0:02:25.906456] The current count is: 10524
[0:02:25.911113] The current count is: 10525
[0:02:25.916081] The current count is: 10526
[0:02:25.920826] The current count is: 10527
[0:02:25.925525] The current count is: 10528
[0:02:25.930263] The current count is: 10529
[0:02:25.934967] The current count is: 10530
[0:02:25.939643] The current count is: 10531
[0:02:25.944321] The current count is: 10532
[0:02:25.949025] The current count is: 10533
[0:02:25.953709] The current count is: 10534
[0:02:25.958384] The current count is: 10535
[0:02:25.963051] The current count is: 10536
[0:02:25.967743] The current count is: 10537
[0:02:25.972434] The current count is: 10538
[0:02:25.977152] The current count is: 10539
[0:02:25.981838] The current count is: 10540
[0:02:25.986519] The current count is: 10541
[0:02:25.991195] The current count is: 10542
[0:02:25.995874] The current count is: 10543
[0:02:26.000533] The current count is: 10544
[0:02:26.005226] The current count is: 10545
[0:02:26.009897] The current count is: 10546
[0:02:26.014579] The current count is: 10547
[0:02:26.019245] The current count is: 10548
[0:02:26.023927] The current count is: 10549
[0:02:26.028648] The current count is: 10550
[0:02:26.033408] The current count is: 10551
[0:02:26.038101] The current count is: 10552
[0:02:26.042779] The current count is: 10553
[0:02:26.047455] The current count is: 10554
[0:02:26.052139] The current count is: 10555
[0:02:26.056815] The current count is: 10556
[0:02:26.061521] The current count is: 10557
[0:02:26.066211] The current count is: 10558
[0:02:26.070891] The current count is: 10559
[0:02:26.075594] The current count is: 10560
[0:02:26.080293] The current count is: 10561
[0:02:26.084972] The current count is: 10562
[0:02:26.089704] The current count is: 10563
[0:02:26.094434] The current count is: 10564
[0:02:26.099130] The current count is: 10565
[0:02:26.103810] The current count is: 10566
[0:02:26.108512] The current count is: 10567
[0:02:26.113286] The current count is: 10568
[0:02:26.117972] The current count is: 10569
[0:02:26.122664] The current count is: 10570
[0:02:26.127342] The current count is: 10571
[0:02:26.132162] The current count is: 10572
[0:02:26.137014] The current count is: 10573
[0:02:26.141832] The current count is: 10574
[0:02:26.146564] The current count is: 10575
[0:02:26.151268] The current count is: 10576
[0:02:26.155956] The current count is: 10577
[0:02:26.160658] The current count is: 10578
[0:02:26.165388] The current count is: 10579
[0:02:26.170083] The current count is: 10580
[0:02:26.174767] The current count is: 10581
[0:02:26.179454] The current count is: 10582
[0:02:26.184172] The current count is: 10583
[0:02:26.188900] The current count is: 10584
[0:02:26.193634] The current count is: 10585
[0:02:26.198337] The current count is: 10586
[0:02:26.203032] The current count is: 10587
[0:02:26.207735] The current count is: 10588
[0:02:26.212435] The current count is: 10589
[0:02:26.217186] The current count is: 10590
[0:02:26.221909] The current count is: 10591
[0:02:26.226604] The current count is: 10592
[0:02:26.231432] The current count is: 10593
[0:02:26.236180] The current count is: 10594
[0:02:26.247255] The current count is: 10595
[0:02:26.254252] The current count is: 10596
[0:02:26.259059] The current count is: 10597
[0:02:26.263851] The current count is: 10598
[0:02:26.268671] The current count is: 10599
[0:02:26.273426] The current count is: 10600
[0:02:26.278166] The current count is: 10601
[0:02:26.282867] The current count is: 10602
[0:02:26.287624] The current count is: 10603
[0:02:26.292411] The current count is: 10604
[0:02:26.297150] The current count is: 10605
[0:02:26.301883] The current count is: 10606
[0:02:26.306619] The current count is: 10607
[0:02:26.311345] The current count is: 10608
[0:02:26.316129] The current count is: 10609
[0:02:26.320840] The current count is: 10610
[0:02:26.325573] The current count is: 10611
[0:02:26.330299] The current count is: 10612
[0:02:26.335009] The current count is: 10613
[0:02:26.339780] The current count is: 10614
[0:02:26.344539] The current count is: 10615
[0:02:26.349290] The current count is: 10616
[0:02:26.354089] The current count is: 10617
[0:02:26.358807] The current count is: 10618
[0:02:26.363575] The current count is: 10619
[0:02:26.368313] The current count is: 10620
[0:02:26.373068] The current count is: 10621
[0:02:26.377809] The current count is: 10622
[0:02:26.382788] The current count is: 10623
[0:02:26.387678] The current count is: 10624
[0:02:26.392449] The current count is: 10625
[0:02:26.397227] The current count is: 10626
[0:02:26.401970] The current count is: 10627
[0:02:26.406763] The current count is: 10628
[0:02:26.411527] The current count is: 10629
[0:02:26.416372] The current count is: 10630
[0:02:26.421216] The current count is: 10631
[0:02:26.426045] The current count is: 10632
[0:02:26.430806] The current count is: 10633
[0:02:26.435613] The current count is: 10634
[0:02:26.440355] The current count is: 10635
[0:02:26.445137] The current count is: 10636
[0:02:26.449899] The current count is: 10637
[0:02:26.454648] The current count is: 10638
[0:02:26.459391] The current count is: 10639
[0:02:26.464158] The current count is: 10640
[0:02:26.469263] The current count is: 10641
[0:02:26.474110] The current count is: 10642
[0:02:26.478879] The current count is: 10643
[0:02:26.483655] The current count is: 10644
[0:02:26.488423] The current count is: 10645
[0:02:26.493232] The current count is: 10646
[0:02:26.497993] The current count is: 10647
[0:02:26.502761] The current count is: 10648
[0:02:26.516434] The current count is: 10649
[0:02:26.521231] The current count is: 10650
[0:02:26.525994] The current count is: 10651
[0:02:26.530784] The current count is: 10652
[0:02:26.535593] The current count is: 10653
[0:02:26.540360] The current count is: 10654
[0:02:26.545161] The current count is: 10655
[0:02:26.549952] The current count is: 10656
[0:02:26.554717] The current count is: 10657
[0:02:26.559474] The current count is: 10658
[0:02:26.564232] The current count is: 10659
[0:02:26.569017] The current count is: 10660
[0:02:26.573865] The current count is: 10661
[0:02:26.578644] The current count is: 10662
[0:02:26.583516] The current count is: 10663
[0:02:26.588334] The current count is: 10664
[0:02:26.593153] The current count is: 10665
[0:02:26.597961] The current count is: 10666
[0:02:26.602742] The current count is: 10667
[0:02:26.607509] The current count is: 10668
[0:02:26.612285] The current count is: 10669
[0:02:26.617123] The current count is: 10670
[0:02:26.621928] The current count is: 10671
[0:02:26.626717] The current count is: 10672
[0:02:26.631498] The current count is: 10673
[0:02:26.636304] The current count is: 10674
[0:02:26.641150] The current count is: 10675
[0:02:26.645966] The current count is: 10676
[0:02:26.650772] The current count is: 10677
[0:02:26.655631] The current count is: 10678
[0:02:26.660480] The current count is: 10679
[0:02:26.665303] The current count is: 10680
[0:02:26.670092] The current count is: 10681
[0:02:26.674874] The current count is: 10682
[0:02:26.679673] The current count is: 10683
[0:02:26.684479] The current count is: 10684
[0:02:26.689369] The current count is: 10685
[0:02:26.700499] The current count is: 10686
[0:02:26.707501] The current count is: 10687
[0:02:26.712252] The current count is: 10688
[0:02:26.717008] The current count is: 10689
[0:02:27.099378] The current count is: 10690
[0:02:27.104195] The current count is: 10691
[0:02:27.109082] The current count is: 10692
[0:02:27.113844] The current count is: 10693
[0:02:27.118618] The current count is: 10694
[0:02:27.123426] The current count is: 10695
[0:02:27.128180] The current count is: 10696
[0:02:27.132936] The current count is: 10697
[0:02:27.137666] The current count is: 10698
[0:02:27.142370] The current count is: 10699
[0:02:27.147071] The current count is: 10700
[0:02:27.151789] The current count is: 10701
[0:02:27.156504] The current count is: 10702
[0:02:27.161228] The current count is: 10703
[0:02:27.165936] The current count is: 10704
[0:02:27.170612] The current count is: 10705
[0:02:27.175304] The current count is: 10706
[0:02:27.179987] The current count is: 10707
[0:02:27.184692] The current count is: 10708
[0:02:27.189408] The current count is: 10709
[0:02:27.194116] The current count is: 10710
[0:02:27.198808] The current count is: 10711
[0:02:27.203545] The current count is: 10712
[0:02:27.208253] The current count is: 10713
[0:02:27.212946] The current count is: 10714
[0:02:27.217675] The current count is: 10715
[0:02:27.222378] The current count is: 10716
[0:02:27.227069] The current count is: 10717
[0:02:27.231753] The current count is: 10718
[0:02:27.236434] The current count is: 10719
[0:02:27.241165] The current count is: 10720
[0:02:27.245883] The current count is: 10721
[0:02:27.250581] The current count is: 10722
[0:02:27.255299] The current count is: 10723
[0:02:27.260008] The current count is: 10724
[0:02:27.264703] The current count is: 10725
[0:02:27.269507] The current count is: 10726
[0:02:27.274204] The current count is: 10727
[0:02:27.278887] The current count is: 10728
[0:02:27.283604] The current count is: 10729
[0:02:27.288347] The current count is: 10730
[0:02:27.293154] The current count is: 10731
[0:02:27.297862] The current count is: 10732
[0:02:27.302557] The current count is: 10733
[0:02:27.307256] The current count is: 10734
[0:02:27.311960] The current count is: 10735
[0:02:27.316725] The current count is: 10736
[0:02:27.321462] The current count is: 10737
[0:02:27.326185] The current count is: 10738
[0:02:27.330881] The current count is: 10739
[0:02:27.335600] The current count is: 10740
[0:02:27.340300] The current count is: 10741
[0:02:27.345018] The current count is: 10742
[0:02:27.349754] The current count is: 10743
[0:02:27.354479] The current count is: 10744
[0:02:27.359189] The current count is: 10745
[0:02:27.363893] The current count is: 10746
[0:02:27.368615] The current count is: 10747
[0:02:27.373352] The current count is: 10748
[0:02:27.378068] The current count is: 10749
[0:02:27.382771] The current count is: 10750
[0:02:27.387481] The current count is: 10751
[0:02:27.392188] The current count is: 10752
[0:02:27.396901] The current count is: 10753
[0:02:27.401671] The current count is: 10754
[0:02:27.406395] The current count is: 10755
[0:02:27.411405] The current count is: 10756
[0:02:27.416261] The current count is: 10757
[0:02:27.421056] The current count is: 10758
[0:02:27.425798] The current count is: 10759
[0:02:27.430576] The current count is: 10760
[0:02:27.435293] The current count is: 10761
[0:02:27.440082] The current count is: 10762
[0:02:27.444832] The current count is: 10763
[0:02:27.449552] The current count is: 10764
[0:02:27.454292] The current count is: 10765
[0:02:27.459029] The current count is: 10766
[0:02:27.463754] The current count is: 10767
[0:02:27.468589] The current count is: 10768
[0:02:27.473363] The current count is: 10769
[0:02:27.478088] The current count is: 10770
[0:02:27.482828] The current count is: 10771
[0:02:27.487592] The current count is: 10772
[0:02:27.492378] The current count is: 10773
[0:02:27.497202] The current count is: 10774
[0:02:27.501954] The current count is: 10775
[0:02:27.506709] The current count is: 10776
[0:02:27.516535] The current count is: 10777
[0:02:27.521380] The current count is: 10778
[0:02:27.526125] The current count is: 10779
[0:02:27.530860] The current count is: 10780
[0:02:27.535628] The current count is: 10781
